F1,F2,Label
3816_4,3498_4,0
3498_4,3207_32,0
3057_11,3105_20,0
3507_11,3649_25,0
3286_24,3914_2,0
3541_46,3080_30,0
3319_25,3935_5,0
3935_5,3031_16,0
3826_24,3085_2,0
3319_24,3914_3,0
3649_24,3513_18,0
3476_42,3923_3,0
3093_5,3728_17,0
3476_43,3923_2,0
3770_39,3126_43,0
3126_43,3859_0,0
3859_0,3394_6,0
3158_12,3597_13,0
3211_5,3552_3,0
3408_12,3230_2,0
3230_2,3302_40,0
3302_40,3573_4,0
3656_29,3137_0,0
3408_13,3573_5,0
3573_5,3230_3,0
3302_41,3624_26,0
3597_12,3552_2,0
3211_4,3891_0,0
3207_3,3643_6,0
3661_42,3804_32,0
3243_22,3661_43,0
3661_43,3804_33,0
3804_33,3121_6,0
3121_6,3662_0,0
3739_5,3569_20,0
3569_20,3643_7,0
3347_24,3686_52,0
3703_42,3305_4,0
3324_3,3196_11,0
3127_37,3760_6,0
3848_15,3723_12,0
3723_12,3178_5,0
3722_9,3196_10,0
3594_21,3324_2,0
3324_2,3040_8,0
3040_8,3703_43,0
3703_43,3305_5,0
3696_33,3023_1,0
3127_36,3178_4,0
3178_4,3848_14,0
3848_14,3723_13,0
3168_23,3823_39,0
3823_39,3568_8,0
3568_8,3248_7,0
3710_10,3269_0,0
3269_0,3077_8,0
3077_8,3240_10,0
3332_5,3568_9,0
3568_9,3014_0,0
3823_38,3240_11,0
3240_11,3269_1,0
3269_1,3332_4,0
3715_8,3710_11,0
3710_11,3248_6,0
3256_16,3530_2,0
3706_16,3097_43,0
3097_43,3556_35,0
3199_34,3155_0,0
3352_10,3637_1,0
3174_7,3530_3,0
3530_3,3706_17,0
3556_34,3097_42,0
3097_42,3199_35,0
3199_35,3352_11,0
3352_11,3155_1,0
3600_0,3488_39,0
3488_39,3507_3,0
3507_3,3526_4,0
3526_4,3488_38,0
3488_38,3735_15,0
3526_5,3507_2,0
3507_2,3203_12,0
3203_12,3601_23,0
3601_23,3659_2,0
3659_2,3702_7,0
3838_15,3678_5,0
3678_5,3723_0,0
3723_0,3307_14,0
3678_4,3838_14,0
3838_14,3723_1,0
3723_1,3601_22,0
3659_3,3203_13,0
3255_24,3079_11,0
3705_24,3346_3,0
3664_16,3281_36,0
3735_6,3371_2,0
3548_6,3281_37,0
3281_37,3735_7,0
3057_6,3197_7,0
3197_7,3844_9,0
3844_9,3302_37,0
3302_37,3841_20,0
3841_20,3056_12,0
3526_42,3841_21,0
3056_13,3844_8,0
3844_8,3197_6,0
3197_6,3302_36,0
3302_36,3526_43,0
3488_6,3178_34,0
3810_1,3661_35,0
3719_25,3065_10,0
3065_10,3831_6,0
3765_33,3799_2,0
3661_34,3719_24,0
3719_24,3065_11,0
3873_9,3824_14,0
3824_14,3765_32,0
3765_32,3799_3,0
3799_3,3127_40,0
3127_40,3912_6,0
3912_6,3553_16,0
3457_10,3098_11,0
3098_11,3703_35,0
3127_41,3553_17,0
3095_0,3560_14,0
3364_31,3287_26,0
3364_30,3095_1,0
3685_16,3287_27,0
3923_21,3650_38,0
3650_38,3728_28,0
3097_34,3199_43,0
3697_7,3576_12,0
3174_23,3826_8,0
3199_42,3726_30,0
3728_29,3815_19,0
3826_9,3174_22,0
3802_22,3908_2,0
3908_2,3545_10,0
3545_10,3419_38,0
3419_38,3872_0,0
3872_0,3099_3,0
3681_0,3545_11,0
3872_1,3586_3,0
3802_23,3908_3,0
3987_33,3575_21,0
3551_19,3177_10,0
3932_9,3773_35,0
3970_7,3177_11,0
3177_11,3551_18,0
3551_18,3575_20,0
3773_34,3932_8,0
3094_8,3966_1,0
3966_1,3414_12,0
3314_31,3732_38,0
3732_38,3687_18,0
3801_10,3966_0,0
3314_30,3687_19,0
3630_10,3999_1,0
3999_1,3275_0,0
3275_0,3536_6,0
3008_1,3029_6,0
3630_11,3029_7,0
3029_7,3008_0,0
3751_23,3242_1,0
3242_1,3319_4,0
3698_15,3103_31,0
3103_31,3263_6,0
3305_25,3096_40,0
3103_30,3263_7,0
3698_14,3319_5,0
3340_6,3558_5,0
3363_23,3761_12,0
3761_12,3361_1,0
3363_22,3558_4,0
3558_4,3356_0,0
3656_16,3434_1,0
3222_40,3624_19,0
3457_8,3649_0,0
3051_3,3752_10,0
3752_10,3350_21,0
3350_21,3733_2,0
3733_2,3070_4,0
3228_31,3377_6,0
3434_0,3222_41,0
3222_41,3356_1,0
3752_11,3070_5,0
3228_30,3733_3,0
3733_3,3457_9,0
3457_9,3649_1,0
3649_1,3624_18,0
3330_40,3516_9,0
3516_9,3131_5,0
3131_5,3729_6,0
3729_6,3044_35,0
3044_35,3266_19,0
3554_7,3217_1,0
3217_1,3664_28,0
3664_28,3514_35,0
3514_34,3575_1,0
3575_1,3044_34,0
3044_34,3217_0,0
3664_29,3009_8,0
3542_1,3220_0,0
3323_12,3177_59,0
3932_34,3659_33,0
3659_33,3127_3,0
3127_3,3664_5,0
3220_1,3983_13,0
3664_4,3127_2,0
3127_2,3323_13,0
3721_22,3932_35,0
3932_35,3659_32,0
3643_23,3461_1,0
3461_1,3747_5,0
3747_5,3217_25,0
3766_2,3541_31,0
3541_31,3928_25,0
3217_24,3476_35,0
3256_28,3670_21,0
3670_21,3033_2,0
3491_24,3722_10,0
3722_10,3435_9,0
3706_28,3983_5,0
3983_5,3315_6,0
3315_6,3811_39,0
3558_12,3770_5,0
3770_5,3033_3,0
3706_29,3320_20,0
3476_34,3578_43,0
3578_43,3149_1,0
3256_29,3811_38,0
3558_13,3477_6,0
3477_6,3983_4,0
3983_4,3315_7,0
3790_31,3992_5,0
3992_5,3329_57,0
3447_0,3325_1,0
3325_1,3740_3,0
3125_32,3090_12,0
3346_8,3158_0,0
3992_4,3790_30,0
3790_30,3329_56,0
3659_9,3194_15,0
3194_15,3447_1,0
3761_5,3125_33,0
3125_33,3740_2,0
3721_16,3346_9,0
3158_1,3034_4,0
3034_4,3568_17,0
3568_17,3371_9,0
3371_9,3984_3,0
3470_1,3568_16,0
3568_16,3034_5,0
3712_14,3470_0,0
3470_0,3984_2,0
3117_4,3204_43,0
3204_43,3320_15,0
3491_11,3320_14,0
3320_14,3117_5,0
3204_42,3572_7,0
3210_6,3553_0,0
3419_45,3545_7,0
3488_33,3227_6,0
3564_0,3928_10,0
3928_10,3507_9,0
3507_9,3719_1,0
3719_1,3217_11,0
3217_11,3488_32,0
3488_32,3643_16,0
3643_16,3564_1,0
3217_10,3507_8,0
3507_8,3719_0,0
3719_0,3658_0,0
3658_0,3751_17,0
3751_17,3040_3,0
3040_3,3703_5,0
3703_5,3981_29,0
3981_29,3201_17,0
3201_17,3810_31,0
3722_2,3347_0,0
3698_21,3404_6,0
3051_34,3425_1,0
3305_11,3696_38,0
3696_38,3201_16,0
3201_16,3324_8,0
3679_6,3722_3,0
3722_3,3810_30,0
3751_16,3658_1,0
3658_1,3703_4,0
3703_4,3040_2,0
3305_10,3425_0,0
3425_0,3366_6,0
3366_6,3696_39,0
3696_39,3347_1,0
3347_1,3698_20,0
3698_20,3051_35,0
3051_35,3412_0,0
3823_33,3351_6,0
3370_1,3316_43,0
3048_17,3056_5,0
3056_5,3487_16,0
3077_2,3370_0,0
3316_42,3568_3,0
3351_7,3412_1,0
3048_16,3056_4,0
3056_4,3715_2,0
3254_13,3528_26,0
3528_26,3329_3,0
3656_22,3552_9,0
3554_30,3230_8,0
3230_8,3175_5,0
3329_2,3656_23,0
3656_23,3254_12,0
3254_12,3528_27,0
3528_27,3253_0,0
3253_0,3230_9,0
3554_31,3752_25,0
3350_14,3175_4,0
3175_4,3552_8,0
3207_9,3601_2,0
3601_2,3038_6,0
3717_41,3182_12,0
3182_12,3264_0,0
3038_7,3620_4,0
3620_4,3019_0,0
3207_8,3601_3,0
3601_3,3264_1,0
3264_1,3182_13,0
3363_16,3761_27,0
3717_40,3784_0,0
3784_0,3513_13,0
3802_16,3769_11,0
3769_11,3956_6,0
3956_6,3533_43,0
3545_24,3977_1,0
3977_1,3513_12,0
3533_42,3977_0,0
3977_0,3545_25,0
3545_25,3956_7,0
3769_10,3495_5,0
3495_5,3940_0,0
3940_0,3935_12,0
3935_12,3291_14,0
3770_32,3923_9,0
3923_9,3591_37,0
3591_37,3935_13,0
3495_4,3940_1,0
3940_1,3923_8,0
3923_8,3591_36,0
3770_33,3597_2,0
3597_2,3842_7,0
3040_20,3800_9,0
3800_9,3112_11,0
3597_3,3842_6,0
3800_8,3207_39,0
3207_39,3686_7,0
3371_30,3757_39,0
3757_39,3177_24,0
3875_6,3757_38,0
3757_38,3371_31,0
3371_31,3575_14,0
3177_25,3207_38,0
3875_7,3936_20,0
3936_20,3854_0,0
3719_11,3915_0,0
3915_0,3383_3,0
3383_3,3934_7,0
3284_21,3315_39,0
3269_41,3824_21,0
3934_6,3315_38,0
3315_38,3719_10,0
3719_10,3915_1,0
3915_1,3383_2,0
3186_32,3941_8,0
3269_40,3941_8,0
3858_3,3395_5,0
3176_18,3945_12,0
3945_13,3176_19,0
3176_19,3395_4,0
3395_4,3858_2,0
3383_14,3030_20,0
3030_20,3589_28,0
3589_28,3560_20,0
3691_9,3801_1,0
3801_1,3685_23,0
3685_23,3536_17,0
3923_14,3287_12,0
3589_29,3560_21,0
3560_21,3383_15,0
3383_15,3030_21,0
3801_0,3923_15,0
3553_22,3281_4,0
3836_0,3855_9,0
3729_20,3692_19,0
3290_28,3505_15,0
3817_6,3499_6,0
3499_6,3553_23,0
3553_23,3281_5,0
3290_29,3505_14,0
3505_14,3692_18,0
3729_21,3855_8,0
3705_1,3735_20,0
3402_2,3822_31,0
3822_31,3341_4,0
3341_4,3578_0,0
3578_0,3643_28,0
3735_21,3049_14,0
3705_0,3578_1,0
3578_1,3822_30,0
3341_5,3402_3,0
3376_5,3435_3,0
3713_7,3558_18,0
3558_18,3669_5,0
3256_23,3699_22,0
3591_41,3751_8,0
3558_19,3669_4,0
3516_3,3255_5,0
3537_4,3009_3,0
3266_13,3611_0,0
3255_4,3516_2,0
3516_2,3173_0,0
3266_12,3009_2,0
3664_23,3118_16,0
3611_1,3144_0,0
3983_18,3607_6,0
3243_3,3659_39,0
3255_11,3529_24,0
3127_9,3555_33,0
3555_33,3838_20,0
3626_0,3351_16,0
3351_16,3144_1,0
3255_10,3659_38,0
3659_38,3243_2,0
3705_10,3323_19,0
3323_19,3994_1,0
3994_1,3302_2,0
3302_2,3323_5,0
3323_5,3269_36,0
3269_36,3005_1,0
3347_11,3761_18,0
3569_15,3767_0,0
3278_1,3269_37,0
3302_3,3767_1,0
3363_28,3761_19,0
3347_10,3005_0,0
3005_0,3148_2,0
3720_15,3169_5,0
3169_5,3528_18,0
3051_9,3457_2,0
3624_13,3733_8,0
3169_4,3528_19,0
3528_19,3013_6,0
3013_6,3750_0,0
3720_14,3733_9,0
3624_12,3457_3,0
3048_29,3240_24,0
3240_25,3880_1,0
3880_1,3555_4,0
3555_4,3048_28,0
3048_28,3775_11,0
3775_11,3751_29,0
3751_29,3418_6,0
3418_6,3896_6,0
3200_5,3981_17,0
3594_14,3644_0,0
3644_0,3665_7,0
3981_16,3751_28,0
3751_28,3896_7,0
3896_7,3775_10,0
3775_10,3200_4,0
3644_1,3987_39,0
3987_39,3913_4,0
3913_4,3848_1,0
3848_1,3694_40,0
3932_3,3551_13,0
3551_13,3944_10,0
3694_41,3944_11,0
3944_11,3551_12,0
3913_5,3987_38,0
3987_38,3385_6,0
3385_6,3848_0,0
3977_12,3094_2,0
3548_30,3718_13,0
3718_13,3873_14,0
3548_31,3977_13,0
3977_13,3094_3,0
3248_12,3687_13,0
3718_12,3873_15,0
3196_5,3728_22,0
3728_22,3650_32,0
3204_34,3911_15,0
3196_4,3728_23,0
3815_13,3204_35,0
3204_35,3807_4,0
3811_3,3099_8,0
3099_8,3287_0,0
3649_11,3830_4,0
3802_28,3586_8,0
3586_8,3798_0,0
3826_10,3031_22,0
3830_5,3319_10,0
3319_10,3811_2,0
3649_10,3287_1,0
3826_11,3031_23,0
3802_29,3798_1,0
3798_1,3175_15,0
3934_10,3290_16,0
3934_11,3290_17,0
3071_12,3950_3,0
3803_14,3768_13,0
3589_16,3068_30,0
3068_30,3316_34,0
3316_34,3536_29,0
3803_15,3768_12,0
3768_12,3855_22,0
3855_22,3316_35,0
3316_35,3068_31,0
3536_28,3591_6,0
3591_6,3724_34,0
3724_34,3522_20,0
3795_12,3696_5,0
3591_7,3724_35,0
3724_35,3522_21,0
3522_21,3844_2,0
3176_27,3696_4,0
3696_4,3795_13,0
3113_13,3717_36,0
3717_36,3587_0,0
3587_0,3765_39,0
3765_39,3928_7,0
3928_7,3873_2,0
3113_12,3717_37,0
3873_3,3587_1,0
3587_1,3765_38,0
2411_42,2438_3,0
2563_6,2480_34,0
2480_34,2419_4,0
2249_21,2127_3,0
2991_31,2824_11,0
2480_35,2419_5,0
2419_5,2249_20,0
2284_10,2411_43,0
2411_43,2438_2,0
2991_30,2431_13,0
2161_13,2672_3,0
2672_3,2729_6,0
2729_6,2499_17,0
2110_2,2328_12,0
2328_12,2982_63,0
2982_63,2988_12,0
2988_12,2982_62,0
2499_16,2708_0,0
2708_0,2422_41,0
2422_41,2672_2,0
2827_22,2014_28,0
2014_28,2770_4,0
2770_4,2589_18,0
2685_13,2334_1,0
2334_1,2730_33,0
2730_33,2464_16,0
2770_5,2827_23,0
2827_23,2464_17,0
2685_12,2648_22,0
2648_22,2477_6,0
2477_6,2334_0,0
2334_0,2730_32,0
2730_32,2461_1,0
2607_37,2995_3,0
2995_3,2830_18,0
2766_2,2729_10,0
2729_10,2360_9,0
2360_9,2098_15,0
2607_36,2995_2,0
2830_19,2440_7,0
2747_4,2107_15,0
2107_15,2290_19,0
2766_3,2098_14,0
2098_14,2729_11,0
2729_11,2360_8,0
2874_41,2501_7,0
2501_7,2319_4,0
2627_2,2501_6,0
2501_6,2319_5,0
2417_24,2874_40,0
2275_0,2472_10,0
2472_10,2199_47,0
2199_47,2709_9,0
2709_9,2291_24,0
2622_33,2949_34,0
2949_34,2153_4,0
2026_16,2424_27,0
2424_27,2709_8,0
2199_46,2693_14,0
2275_1,2472_11,0
2622_32,2949_35,0
2949_35,2424_26,0
2424_26,2153_5,0
2153_5,2026_17,0
2026_17,2631_4,0
2434_1,2530_40,0
2189_26,2148_8,0
2148_8,2335_9,0
2335_9,2644_35,0
2644_35,2733_2,0
2733_2,2442_21,0
2442_21,2649_0,0
2649_0,2510_10,0
2510_10,2051_3,0
2051_3,2148_9,0
2905_13,2148_9,0
2530_41,2377_6,0
2740_32,2434_0,0
2434_0,2189_27,0
2051_2,2905_12,0
2905_12,2510_11,0
2510_11,2335_8,0
2335_8,2385_42,0
2385_42,2644_34,0
2644_34,2070_5,0
2442_20,2733_3,0
2733_3,2396_11,0
2396_11,2794_20,0
2794_20,2725_4,0
2818_36,2704_3,0
2704_3,2422_7,0
2422_7,2883_31,0
2883_31,2403_0,0
2177_15,2307_66,0
2818_37,2704_2,0
2066_3,2403_1,0
2403_1,2558_4,0
2558_4,2422_6,0
2422_6,2883_30,0
2883_30,2301_49,0
2603_16,2681_1,0
2681_1,2129_14,0
2294_39,2908_2,0
2099_3,2379_36,0
2681_0,2301_48,0
2908_3,2294_38,0
2630_14,2412_38,0
2412_38,2360_14,0
2360_14,2438_19,0
2487_26,2826_8,0
2826_8,2697_7,0
2697_7,2438_18,0
2438_18,2360_15,0
2412_39,2697_6,0
2697_6,2487_27,0
2487_27,2826_9,0
2917_34,2528_16,0
2599_30,2795_0,0
2795_0,2528_17,0
2306_13,2917_35,0
2917_35,2966_0,0
2966_0,2839_12,0
2839_12,2795_1,0
2599_31,2932_9,0
2531_35,2783_6,0
2761_16,2484_5,0
2484_5,2443_54,0
2995_10,2951_0,0
2531_34,2280_31,0
2280_31,2335_11,0
2119_24,2665_11,0
2665_11,2932_8,0
2932_8,2641_29,0
2641_29,2484_4,0
2995_11,2951_1,0
2951_1,2761_17,0
2596_15,2831_6,0
2831_6,2810_1,0
2492_13,2090_22,0
2090_22,2757_40,0
2810_0,2777_11,0
2596_14,2918_10,0
2090_23,2492_12,0
2757_41,2214_12,0
2214_12,2044_31,0
2764_42,2485_29,0
2485_29,2290_4,0
2197_6,2214_13,0
2214_13,2764_43,0
2087_19,2485_28,0
2290_5,2044_30,0
2095_0,2925_7,0
2626_12,2558_16,0
2558_16,2095_1,0
2095_1,2967_8,0
2794_9,2224_22,0
2224_22,2558_17,0
2558_17,2626_13,0
2626_13,2925_6,0
2925_6,2868_4,0
2849_3,2445_33,0
2083_6,2763_19,0
2439_25,2954_36,0
2954_36,2541_35,0
2541_35,2849_2,0
2849_2,2445_32,0
2115_32,2868_5,0
2541_34,2954_37,0
2755_38,2479_63,0
2479_63,2205_38,0
2205_38,2018_3,0
2018_3,2394_20,0
2830_26,2600_0,0
2600_0,2379_40,0
2379_40,2866_11,0
2071_23,2244_5,0
2989_3,2290_26,0
2290_26,2123_12,0
2123_12,2692_17,0
2692_17,2101_8,0
2101_8,2018_2,0
2018_2,2394_21,0
2205_39,2394_21,0
2755_39,2479_62,0
2479_62,2989_2,0
2989_2,2244_4,0
2379_41,2866_10,0
2530_2,2014_16,0
2014_16,2328_1,0
2328_1,2309_6,0
2309_6,2429_9,0
2429_9,2637_1,0
2014_17,2530_3,0
2530_3,2328_0,0
2429_8,2637_0,0
2293_15,2432_5,0
2222_33,2208_12,0
2208_12,2176_16,0
2176_16,2057_7,0
2293_14,2371_2,0
2057_6,2833_14,0
2723_0,2060_6,0
2060_6,2904_11,0
2443_23,2904_11,0
2280_47,2424_3,0
2531_42,2367_5,0
2211_31,2346_2,0
2904_10,2702_6,0
2702_6,2060_7,0
2060_7,2443_22,0
2443_22,2723_1,0
2723_1,2346_3,0
2346_3,2405_5,0
2531_43,2367_4,0
2280_46,2424_2,0
2662_1,2105_25,0
2105_25,2739_4,0
2739_4,2057_14,0
2057_14,2643_6,0
2329_10,2718_3,0
2718_3,2891_1,0
2989_11,2307_58,0
2757_36,2226_5,0
2226_5,2565_3,0
2718_2,2105_24,0
2105_24,2662_0,0
2662_0,2739_5,0
2764_35,2977_22,0
2409_6,2285_13,0
2285_13,2211_5,0
2189_19,2977_23,0
2687_23,2211_4,0
2211_4,2285_12,0
2573_5,2776_0,0
2568_8,2035_6,0
2269_0,2077_8,0
2400_21,2313_2,0
2776_1,2568_9,0
2568_9,2728_13,0
2728_13,2715_8,0
2715_8,2313_3,0
2313_3,2424_18,0
2424_18,2400_20,0
2400_20,2269_1,0
2269_1,2077_9,0
2077_9,2332_4,0
2332_4,2471_2,0
2467_5,2541_42,0
2541_42,2446_2,0
2446_2,2023_0,0
2023_0,2826_20,0
2826_20,2780_17,0
2780_17,2115_44,0
2684_10,2467_4,0
2467_4,2541_43,0
2115_45,2780_16,0
2780_16,2826_21,0
2826_21,2876_39,0
2876_39,2641_16,0
2641_16,2498_5,0
2498_5,2816_5,0
2745_10,2761_28,0
2569_25,2498_4,0
2876_38,2641_17,0
2215_11,2633_18,0
2569_24,2761_29,0
2761_29,2745_11,0
2745_11,2191_3,0
2528_28,2789_0,0
2789_0,2597_8,0
2296_0,2191_2,0
2191_2,2528_29,0
2528_29,2789_1,0
2821_5,2499_61,0
2487_19,2935_5,0
2377_10,2775_21,0
2225_21,2607_40,0
2607_40,2085_2,0
2935_4,2775_20,0
2607_41,2735_10,0
2735_10,2486_24,0
2486_24,2687_5,0
2874_4,2580_6,0
2855_3,2874_37,0
2687_4,2735_11,0
2735_11,2486_25,0
2855_2,2874_5,0
2874_5,2949_43,0
2949_43,2128_16,0
2276_42,2089_0,0
2602_14,2918_1,0
2276_43,2602_15,0
2602_15,2199_31,0
2750_24,2960_5,0
2281_32,2858_9,0
2858_9,2530_37,0
2530_37,2485_17,0
2960_4,2530_36,0
2530_36,2858_8,0
2281_33,2087_27,0
2307_10,2818_41,0
2818_41,2529_14,0
2529_14,2482_1,0
2482_1,2794_57,0
2957_4,2383_8,0
2383_8,2883_47,0
2598_33,2529_15,0
2529_15,2482_0,0
2482_0,2794_56,0
2794_56,2957_5,0
2957_5,2307_11,0
2818_40,2699_27,0
2602_21,2794_3,0
2533_30,2115_39,0
2115_39,2486_10,0
2486_10,2049_11,0
2049_11,2519_11,0
2519_11,2782_4,0
2782_4,2437_36,0
2437_36,2441_51,0
2971_5,2485_7,0
2485_7,2950_2,0
2950_2,2763_13,0
2115_38,2533_31,0
2533_31,2486_11,0
2337_14,2485_6,0
2485_6,2808_15,0
2808_15,2950_3,0
2763_12,2437_37,0
2437_37,2441_50,0
2441_50,2971_4,0
2680_3,2351_13,0
2351_13,2705_15,0
2705_15,2090_28,0
2909_0,2587_0,0
2587_0,2077_39,0
2077_39,2794_63,0
2351_12,2680_2,0
2680_2,2909_1,0
2909_1,2587_1,0
2587_1,2077_38,0
2492_18,2705_14,0
2591_6,2118_13,0
2118_13,2087_12,0
2087_12,2736_17,0
2736_17,2485_23,0
2485_23,2696_5,0
2736_16,2485_22,0
2485_22,2087_13,0
2087_13,2696_4,0
2696_4,2118_12,0
2118_12,2306_18,0
2306_18,2094_2,0
2094_2,2492_9,0
2905_2,2393_1,0
2393_1,2374_17,0
2094_3,2270_10,0
2270_10,2492_8,0
2374_16,2839_18,0
2839_18,2393_0,0
2982_21,2641_22,0
2641_22,2932_3,0
2932_3,2848_1,0
2848_1,2385_7,0
2848_0,2641_23,0
2830_4,2775_15,0
2775_15,2377_24,0
2321_13,2490_16,0
2723_22,2755_45,0
2225_14,2811_2,0
2811_2,2377_25,0
2723_23,2885_14,0
2321_12,2294_32,0
2662_41,2412_32,0
2412_32,2196_5,0
2196_5,2438_13,0
2291_6,2196_4,0
2438_12,2412_33,0
2412_33,2662_40,0
2662_40,2291_7,0
2169_5,2740_39,0
2783_10,2750_1,0
2750_1,2013_7,0
2385_49,2335_3,0
2335_3,2051_9,0
2457_2,2859_31,0
2314_4,2859_31,0
2859_31,2013_6,0
2783_11,2750_0,0
2750_0,2148_3,0
2148_3,2977_17,0
2977_17,2740_38,0
2051_8,2314_5,0
2457_3,2385_48,0
2385_48,2335_2,0
2066_8,2278_0,0
2278_0,2323_5,0
2323_5,2001_17,0
2001_17,2355_32,0
2767_0,2105_11,0
2105_11,2005_1,0
2005_1,2746_7,0
2355_33,2704_8,0
2704_8,2441_5,0
2066_9,2278_1,0
2746_6,2498_20,0
2498_20,2840_13,0
2105_10,2482_31,0
2482_31,2439_1,0
2439_1,2684_25,0
2896_6,2441_18,0
2067_11,2319_15,0
2826_14,2644_0,0
2644_0,2107_6,0
2107_6,2200_4,0
2200_4,2319_14,0
2067_10,2441_19,0
2482_30,2439_0,0
2439_0,2684_24,0
2684_24,2107_7,0
2107_7,2644_1,0
2644_1,2338_8,0
2826_15,2780_22,0
2780_22,2130_7,0
2728_4,2111_0,0
2204_30,2622_39,0
2622_39,2652_7,0
2652_7,2111_1,0
2880_1,2555_4,0
2555_4,2622_38,0
2622_38,2204_31,0
2204_31,2947_26,0
2376_5,2435_3,0
2166_43,2071_6,0
2071_6,2436_43,0
2823_40,2713_7,0
2829_30,2357_3,0
2823_41,2436_42,0
2713_6,2050_0,0
2050_0,2166_42,0
2394_14,2705_1,0
2705_1,2995_9,0
2995_9,2071_17,0
2046_6,2705_0,0
2705_0,2995_8,0
2123_27,2290_13,0
2290_13,2692_22,0
2626_1,2438_9,0
2438_9,2717_32,0
2717_32,2144_0,0
2144_0,2607_6,0
2161_18,2547_11,0
2717_33,2144_1,0
2626_0,2438_8,0
2438_8,2500_4,0
2500_4,2431_19,0
2645_9,2639_14,0
2639_14,2188_11,0
2188_11,2547_10,0
2547_10,2161_19,0
2161_19,2339_0,0
2339_0,2127_8,0
2127_8,2537_4,0
2537_4,2274_2,0
2274_2,2941_40,0
2941_40,2724_30,0
2120_15,2865_16,0
2865_16,2982_69,0
2833_21,2173_1,0
2173_1,2988_18,0
2988_18,2152_6,0
2941_41,2724_31,0
2120_14,2988_19,0
2988_19,2028_5,0
2028_5,2173_0,0
2173_0,2833_20,0
2092_6,2821_38,0
2821_38,2879_4,0
2941_9,2821_39,0
2903_7,2736_28,0
2498_56,2596_21,0
2596_21,2915_0,0
2915_0,2598_38,0
2598_38,2777_24,0
2777_24,2383_3,0
2383_3,2090_16,0
2090_16,2084_0,0
2084_0,2598_39,0
2598_39,2915_1,0
2915_1,2777_25,0
2777_25,2383_2,0
2498_57,2596_20,0
2596_20,2194_11,0
2084_1,2090_17,0
2090_17,2313_13,0
2313_13,2499_7,0
2855_9,2439_11,0
2439_11,2747_15,0
2747_15,2499_6,0
2499_6,2817_6,0
2817_6,2281_5,0
2281_5,2313_12,0
2491_14,2291_59,0
2166_34,2495_5,0
2495_5,2940_0,0
2166_35,2746_28,0
2436_35,2996_16,0
2784_0,2914_8,0
2914_8,2655_15,0
2483_3,2479_20,0
2479_20,2956_6,0
2914_9,2479_21,0
2479_21,2483_2,0
2349_32,2399_7,0
2399_7,2449_10,0
2449_10,2686_6,0
2686_6,2119_10,0
2761_23,2875_7,0
2919_2,2597_2,0
2597_2,2528_22,0
2528_22,2600_11,0
2600_11,2088_2,0
2088_2,2941_37,0
2941_37,2690_1,0
2690_1,2800_9,0
2374_29,2839_27,0
2941_36,2088_3,0
2088_3,2374_28,0
2374_28,2839_26,0
2800_8,2600_10,0
2600_10,2433_7,0
2728_18,2412_0,0
2351_6,2291_10,0
2077_2,2424_13,0
2424_13,2313_8,0
2313_8,2715_3,0
2715_3,2291_11,0
2291_11,2351_7,0
2351_7,2412_1,0
2412_1,2693_20,0
2370_0,2728_19,0
2728_19,2433_6,0
2568_3,2424_12,0
2424_12,2313_9,0
2313_9,2715_2,0
2947_18,2174_12,0
2174_12,2077_3,0
2077_3,2324_9,0
2437_41,2658_0,0
2441_26,2703_5,0
2347_0,2404_6,0
2404_6,2437_40,0
2437_40,2658_1,0
2703_4,2441_27,0
2404_7,2347_1,0
2347_1,2366_6,0
2794_14,2429_39,0
2307_53,2142_4,0
2142_4,2527_6,0
2527_6,2264_0,0
2264_0,2506_1,0
2718_9,2429_38,0
2307_52,2142_5,0
2794_15,2620_4,0
2620_4,2245_6,0
2245_6,2506_0,0
2506_0,2988_0,0
2988_0,2977_28,0
2977_28,2189_12,0
2189_12,2272_6,0
2272_6,2531_0,0
2531_0,2953_10,0
2329_3,2253_1,0
2253_1,2510_7,0
2442_15,2175_5,0
2510_6,2253_0,0
2253_0,2308_5,0
2308_5,2531_1,0
2531_1,2953_11,0
2329_2,2687_29,0
2687_29,2617_5,0
2175_4,2034_4,0
2982_57,2413_8,0
2413_8,2454_13,0
2454_13,2499_23,0
2499_23,2222_39,0
2451_6,2756_4,0
2756_4,2499_22,0
2499_22,2413_9,0
2268_3,2222_38,0
2222_38,2470_0,0
2179_7,2424_9,0
2424_9,2782_12,0
2740_3,2003_5,0
2003_5,2249_14,0
2003_4,2782_13,0
2782_13,2740_2,0
2761_5,2424_8,0
2564_0,2018_9,0
2055_11,2101_2,0
2101_2,2642_4,0
2642_4,2123_18,0
2018_8,2206_0,0
2206_0,2479_68,0
2564_1,2123_19,0
2071_28,2530_8,0
2530_8,2827_16,0
2827_16,2383_10,0
2383_10,2117_4,0
2117_4,2429_3,0
2429_3,2648_17,0
2648_17,2231_0,0
2231_0,2662_36,0
2855_19,2117_5,0
2117_5,2654_3,0
2530_9,2827_17,0
2827_17,2383_11,0
2210_6,2855_18,0
2429_2,2648_16,0
2648_16,2231_1,0
2012_11,2213_3,0
2213_3,2676_1,0
2044_26,2853_14,0
2853_14,2446_17,0
2446_17,2657_6,0
2114_0,2268_13,0
2268_13,2116_17,0
2012_10,2213_2,0
2369_0,2114_1,0
2114_1,2116_16,0
2116_16,2268_12,0
